Community,id_node

0,33310

0,33311

0,544

0,545

0,33317

0,33318

0,550

0,33319

0,553

0,557

0,33326

0,33327

0,33330

0,565

0,566

0,33333

0,567

0,33335

0,568

0,33338

0,33339

0,33340

0,573

0,33342

0,576

0,33347

0,580

0,33349

0,582

0,33351

0,33350

0,33352

0,584

0,33354

0,589

0,592

0,593

0,33361

0,33363

0,33362

0,595

0,596

0,597

0,599

0,33366

0,33367

0,33370

0,603

0,605

0,606

0,607

0,33376

0,33377

0,610

0,612

0,33382

0,33386

0,33390

0,623

0,626

0,629

0,634

0,33403

0,33405

0,638

0,33409

0,33410

0,644

0,645

0,648

0,33417

0,650

0,652

0,653

0,33426

0,659

0,661

0,663

0,33435

0,33443

0,676

0,33444

0,33445

0,678

0,681

0,682

0,33451

0,685

0,33455

0,33456

0,33457

0,691

0,33460

0,33463

0,695

0,699

0,33467

0,33468

0,700

0,702

0,33471

0,33472

0,33474

0,707

0,33476

0,33475

0,33477

0,709

0,33478

0,33481

0,33482

0,715

0,716

0,718

0,719

0,721

0,33489

0,33490

0,33492

0,725

0,33497

0,730

0,33499

0,33501

0,734

0,33505

0,737

0,739

0,738

0,740

0,33509

0,33510

0,743

0,742

0,33508

0,744

0,746

0,33519

0,751

0,33522

0,755

0,757

0,33526

0,758

0,33528

0,762

0,33530

0,763

0,33532

0,765

0,766

0,33534

0,770

0,33539

0,33540

0,33543

0,33544

0,776

0,33546

0,33547

0,780

0,781

0,784

0,33555

0,787

0,33557

0,792

0,33560

0,33562

0,33563

0,33564

0,800

0,33568

0,801

0,33569

0,803

0,33571

0,33574

0,33576

0,808

0,33577

0,33579

0,33578

0,811

0,812

0,814

0,33585

0,817

0,820

0,826

0,827

0,33596

0,829

0,33598

0,33597

0,830

0,33600

0,33603

0,836

0,33604

0,33605

0,33608

0,841

0,33610

0,33614

0,846

0,848

0,849

0,33617

0,33618

0,854

0,33622

0,33623

0,857

0,33629

0,862

0,33630

0,33632

0,33635

0,870

0,874

0,875

0,33643

0,877

0,33647

0,880

0,884

0,33652

0,886

0,33654

0,33656

0,889

0,33659

0,892

0,893

0,894

0,33665

0,898

0,897

0,33667

0,33666

0,901

0,902

0,905

0,33674

0,33673

0,911

0,33679

0,33681

0,912

0,913

0,914

0,915

0,33685

0,33684

0,918

0,33686

0,33688

0,33689

0,920

0,923

0,925

0,33702

0,938

0,33706

0,941

0,942

0,944

0,947

0,948

0,33715

0,33718

0,951

0,33719

0,33720

0,33721

0,957

0,958

0,959

0,33726

0,33730

0,963

0,33732

0,966

0,33736

0,33739

0,33740

0,33741

0,33742

0,974

0,33743

0,33744

0,33745

0,981

0,33751

0,33752

0,983

0,993

0,33762

0,996

0,997

0,33765

0,33767

0,33764

0,33769

0,33766

0,33770

0,1002

0,1003

0,33773

0,1009

0,33779

0,1011

0,33780

0,1013

0,33783

0,1014

0,33782

0,33784

0,1016

0,1019

0,1018

0,1020

0,1021

0,1022

0,33792

0,33793

0,33794

0,33795

0,1028

0,33796

0,33797

0,1031

0,33799

0,33802

0,1040

0,33808

0,33810

0,1042

0,1041

0,1043

0,33812

0,1045

0,33815

0,1049

0,1050

0,33819

0,1052

0,1051

0,1057

0,33827

0,33828

0,33829

0,1063

0,1064

0,33832

0,33834

0,33835

0,33842

0,1075

0,33844

0,1077

0,1078

0,33848

0,1083

0,33852

0,33853

0,1086

0,1085

0,1088

0,1087

0,33855

0,33856

0,33854

0,1089

0,33859

0,1092

0,33862

0,33860

0,1095

0,1096

0,33865

0,33867

0,1101

0,33871

0,1104

0,1105

0,33873

0,33875

0,1106

0,1108

0,33876

0,1109

0,33878

0,1113

0,1114

0,1116

0,1121

0,1122

0,33891

0,1124

0,1123

0,1126

0,1127

0,33895

0,33896

0,33898

0,33897

0,1129

0,33901

0,33899

0,33902

0,33903

0,1136

0,33905

0,1138

0,1137

0,1140

0,33909

0,1141

0,33914

0,33917

0,1150

0,33919

0,33920

0,1155

0,1156

0,1158

0,33928

0,33932

0,33934

0,1169

0,1170

0,1171

0,1172

0,1173

0,1174

0,33945

0,33946

0,1179

0,1178

0,33947

0,33949

0,1181

0,33950

0,33952

0,1188

0,33958

0,33959

0,1194

0,1195

0,1196

0,1200

0,1204

0,33973

0,33974

0,33976

0,1209

0,33978

0,33983

0,33985

0,1218

0,1217

0,33986

0,1219

0,33990

0,1222

0,1223

0,33993

0,1226

0,1227

0,1228

0,1231

0,34001

0,34002

0,1240

0,34009

0,34010

0,1243

0,1244

0,1242

0,34011

0,1245

0,34015

0,34016

0,1249

0,34018

0,34020

0,1253

0,1256

0,34025

0,34029

0,34030

0,34033

0,34034

0,1267

0,1269

0,34037

0,1270

0,1272

0,34040

0,1274

0,1273

0,1277

0,34045

0,1278

0,34046

0,34048

0,34050

0,1282

0,34053

0,34057

0,1289

0,1292

0,34061

0,1294

0,34063

0,1293

0,1295

0,34065

0,34067

0,1300

0,1302

0,1303

0,34072

0,34074

0,1307

0,1309

0,34077

0,34079

0,34078

0,1313

0,1315

0,34083

0,1318

0,1319

0,34088

0,34089

0,1321

0,34091

0,1323

0,1326

0,1328

0,34096

0,1330

0,34099

0,1332

0,1331

0,1333

0,34101

0,34102

0,34103

0,1337

0,1340

0,1342

0,34110

0,1343

0,34113

0,1345

0,34115

0,34116

0,34117

0,1351

0,34120

0,34121

0,34122

0,1356

0,34125

0,1365

0,34134

0,34135

0,34136

0,34137

0,1370

0,1372

0,1373

0,1375

0,34145

0,1378

0,1379

0,34146

0,1380

0,1382

0,1383

0,34148

0,1384

0,1385

0,34152

0,34155

0,1388

0,34161

0,34166

0,1400

0,34169

0,1401

0,34170

0,34175

0,34178

0,34181

0,1413

0,34183

0,34184

0,1416

0,34186

0,1419

0,1418

0,34190

0,1423

0,34191

0,34192

0,34195

0,1429

0,1430

0,34199

0,34200

0,34204

0,34205

0,1439

0,1440

0,34207

0,1441

0,34212

0,34216

0,34218

0,1451

0,34221

0,34223

0,1455

0,34226

0,1459

0,1460

0,34231

0,1463

0,1465

0,34235

0,1468

0,1472

0,1473

0,1474

0,1476

0,34245

0,1478

0,1481

0,34250

0,34252

0,34254

0,1486

0,34256

0,34257

0,1489

0,34259

0,34260

0,1493

0,1494

0,34262

0,34264

0,1497

0,1499

0,34267

0,1500

0,34269

0,1502

0,1506

0,34274

0,34276

0,1509

0,34278

0,1512

0,34287

0,34291

0,1524

0,34293

0,1528

0,1529

0,34297

0,34298

0,34300

0,1532

0,34302

0,34304

0,34305

0,1537

0,1540

0,1541

0,34309

0,34311

0,1543

0,1544

0,1548

0,34316

0,34319

0,1551

0,1553

0,34322

0,34323

0,34325

0,34326

0,34327

0,1559

0,34328

0,1562

0,1564

0,1565

0,34332

0,1568

0,1569

0,34338

0,1570

0,34345

0,1578

0,34348

0,1581

0,1582

0,1583

0,34354

0,34356

0,1589

0,1590

0,1591

0,34360

0,1592

0,1594

0,1595

0,1597

0,34365

0,1599

0,34369

0,34372

0,34374

0,1607

0,34376

0,1608

0,1611

0,1612

0,34383

0,1615

0,34384

0,34385

0,1619

0,34388

0,1621

0,34390

0,34391

0,1624

0,34392

0,1629

0,34399

0,34400

0,34401

0,34402

0,34406

0,1638

0,34407

0,1640

0,1641

0,1642

0,1644

0,34414

0,34416

0,1649

0,34417

0,1651

0,1652

0,34424

0,34425

0,1658

0,34426

0,34428

0,1662

0,34430

0,1664

0,34432

0,34434

0,34435

0,34441

0,34443

0,34445

0,1677

0,34447

0,1679

0,34448

0,1681

0,34451

0,34452

0,34453

0,1687

0,1691

0,1694

0,1695

0,34463

0,34467

0,1700

0,34468

0,1703

0,34472

0,1705

0,34475

0,1708

0,34477

0,34476

0,34478

0,34479

0,1713

0,34482

0,1715

0,1720

0,34489

0,34490

0,1723

0,34492

0,1725

0,34495

0,34498

0,1730

0,1732

0,34499

0,1735

0,34504

0,34505

0,1738

0,34506

0,1739

0,34507

0,34511

0,1746

0,34515

0,34517

0,1749

0,1750

0,34518

0,1752

0,1751

0,34522

0,1755

0,34527

0,1759

0,34531

0,34532

0,34533

0,1765

0,34535

0,1768

0,34538

0,34539

0,1774

0,34543

0,1775

0,1777

0,1778

0,34547

0,1780

0,34549

0,34550

0,1785

0,34555

0,34556

0,1790

0,1793

0,34564

0,1798

0,1800

0,1801

0,1802

0,1803

0,1806

0,1807

0,1808

0,34578

0,1811

0,34582

0,34584

0,1816

0,34586

0,1820

0,1821

0,34590

0,34591

0,1825

0,34596

0,1831

0,34599

0,34602

0,1834

0,34608

0,1840

0,1843

0,34611

0,34613

0,34612

0,1845

0,1850

0,1852

0,1854

0,34624

0,1856

0,1857

0,1859

0,34627

0,1860

0,1862

0,1863

0,1866

0,34635

0,1870

0,34638

0,34645

0,34647

0,34648

0,1881

0,34649

0,34653

0,34656

0,1889

0,1894

0,34662

0,34665

0,1898

0,34666

0,34668

0,1899

0,1901

0,1902

0,1903

0,1905

0,34674

0,34672

0,1908

0,1909

0,34676

0,1913

0,34684

0,34685

0,1918

0,34687

0,1920

0,1921

0,34690

0,1923

0,1925

0,34694

0,34695

0,1933

0,34701

0,1934

0,34704

0,1937

0,1936

0,34707

0,34706

0,1939

0,1944

0,34713

0,1947

0,34715

0,34717

0,1950

0,1949

0,1951

0,34720

0,34722

0,1954

0,1955

0,34731

0,34732

0,1965

0,34735

0,1968

0,1969

0,1970

0,34739

0,1972

0,1975

0,1976

0,1977

0,1979

0,34748

0,34749

0,1983

0,1986

0,1991

0,34759

0,34760

0,34762

0,34764

0,2000

0,2001

0,2007

0,34777

0,34782

0,34783

0,34785

0,2018

0,2019

0,34787

0,2020

0,2021

0,2022

0,34791

0,34792

0,34797

0,34799

0,34800

0,2034

0,2035

0,2037

0,2041

0,2042

0,2043

0,34812

0,2045

0,34813

0,2047

0,34815

0,2048

0,2050

0,34819

0,34817

0,34818

0,2053

0,2051

0,34822

0,2054

0,2057

0,34828

0,2062

0,34831

0,2067

0,34837

0,2071

0,34841

0,2074

0,34842

0,2077

0,34848

0,34850

0,34851

0,34852

0,2089

0,34858

0,34857

0,34860

0,34861

0,2095

0,2097

0,2098

0,2099

0,34869

0,2101

0,2102

0,34871

0,34873

0,34879

0,34880

0,2111

0,2115

0,34884

0,2117

0,34889

0,34890

0,2122

0,34891

0,34892

0,2123

0,2126

0,2125

0,2128

0,2129

0,2131

0,2132

0,34901

0,34899

0,34902

0,34903

0,2137

0,34906

0,34907

0,34910

0,2143

0,2144

0,34914

0,2146

0,34919

0,2153

0,2154

0,34921

0,34924

0,2156

0,34926

0,34928

0,34931

0,34933

0,2172

0,2173

0,34942

0,2175

0,34944

0,2176

0,34946

0,2177

0,2179

0,34948

0,2182

0,2184

0,2185

0,2186

0,2191

0,2192

0,34960

0,34961

0,2193

0,2195

0,34962

0,34964

0,2196

0,2197

0,34967

0,34970

0,2204

0,2208

0,34980

0,34982

0,34985

0,34987

0,2219

0,34988

0,34990

0,2223

0,34992

0,2227

0,2229

0,34997

0,34998

0,34999

0,2231

0,35000

0,2235

0,35004

0,2236

0,35006

0,2239

0,35008

0,35009

0,2242

0,35010

0,2244

0,2243

0,35017

0,2251

0,35020

0,35022

0,2255

0,2256

0,2261

0,35030

0,2263

0,35033

0,35036

0,2269

0,35038

0,35037

0,35040

0,35045

0,2277

0,35046

0,35047

0,35049

0,2281

0,2283

0,2282

0,35052

0,2287

0,35055

0,2289

0,2290

0,35062

0,2295

0,2297

0,35066

0,35067

0,2299

0,35069

0,35071

0,35072

0,2305

0,35075

0,2308

0,35076

0,2307

0,35079

0,2312

0,35081

0,2313

0,35083

0,2315

0,2316

0,35086

0,2319

0,35090

0,2323

0,35093

0,2327

0,2328

0,35097

0,35100

0,2333

0,35102

0,35103

0,35104

0,2336

0,2337

0,35107

0,35108

0,35110

0,2343

0,2344

0,35112

0,2346

0,35114

0,35115

0,35117

0,35116

0,2351

0,2350

0,35119

0,35118

0,35122

0,2356

0,35121

0,2352

0,35123

0,2353

0,35125

0,2362

0,35126

0,2357

0,2363

0,2359

0,35128

0,35132

0,2365

0,2368

0,35133

0,35136

0,35137

0,2371

0,35140

0,35142

0,35143

0,35146

0,2375

0,2377

0,2378

0,35147

0,2382

0,2385

0,35159

0,35160

0,2392

0,2393

0,2395

0,2394

0,35163

0,35164

0,2396

0,2398

0,35169

0,2397

0,35167

0,2400

0,2405

0,35168

0,35173

0,35171

0,35174

0,2409

0,2412

0,35181

0,2418

0,35192

0,35193

0,2425

0,35195

0,35197

0,35198

0,2430

0,2431

0,35201

0,2433

0,2434

0,35202

0,35204

0,35205

0,35207

0,2438

0,35210

0,35211

0,2445

0,35213

0,35215

0,2447

0,2449

0,35218

0,35216

0,35220

0,2453

0,35225

0,2458

0,35228

0,35229

0,2461

0,35233

0,2466

0,2468

0,35237

0,2471

0,2472

0,35241

0,2474

0,35242

0,2475

0,35244

0,2476

0,2479

0,2481

0,35249

0,35251

0,35253

0,35254

0,2487

0,35256

0,35258

0,2491

0,35260

0,2495

0,2496

0,35265

0,35266

0,2499

0,35267

0,35268

0,2501

0,35269

0,2502

0,35273

0,2507

0,35275

0,2509

0,2512

0,35280

0,35281

0,2514

0,35284

0,2518

0,2519

0,35287

0,35289

0,2520

0,35288

0,35290

0,2524

0,35293

0,2526

0,35295

0,35296

0,2529

0,35297

0,2532

0,2533

0,2534

0,35302

0,35304

0,35303

0,2537

0,2536

0,35306

0,35309

0,35307

0,2539

0,2538

0,2542

0,35308

0,2541

0,35311

0,35313

0,35315

0,2544

0,2545

0,35316

0,2551

0,35323

0,2556

0,35328

0,2561

0,2563

0,35331

0,2565

0,35337

0,2569

0,2572

0,35340

0,35342

0,35343

0,35344

0,35345

0,35346

0,2578

0,2588

0,35356

0,2590

0,2591

0,35359

0,35360

0,35358

0,35363

0,35365

0,35366

0,2600

0,35370

0,35371

0,35372

0,35374

0,2608

0,2609

0,2611

0,35381

0,2616

0,2617

0,35385

0,35386

0,2618

0,35387

0,2622

0,2619

0,35391

0,35393

0,2625

0,2628

0,2629

0,2630

0,35399

0,35400

0,35401

0,35402

0,35406

0,2639

0,35407

0,35409

0,2640

0,35408

0,2643

0,35411

0,35413

0,2650

0,35426

0,2660

0,2661

0,2662

0,2664

0,35432

0,2668

0,35438

0,35439

0,2671

0,2672

0,2676

0,35445

0,35448

0,2680

0,2681

0,35451

0,35449

0,2683

0,35452

0,35456

0,2690

0,2691

0,35460

0,2693

0,35462

0,35463

0,2694

0,2695

0,35464

0,35466

0,2700

0,35468

0,35470

0,2706

0,2708

0,2709

0,35476

0,35477

0,35481

0,2714

0,2717

0,2718

0,2719

0,2720

0,2721

0,35490

0,35486

0,35493

0,2725

0,2727

0,2730

0,2731

0,2733

0,35502

0,35505

0,2738

0,35507

0,2742

0,2745

0,2746

0,35518

0,35519

0,2753

0,35523

0,35524

0,35525

0,2757

0,35526

0,2758

0,2759

0,2764

0,35536

0,35537

0,35538

0,35540

0,35542

0,2780

0,35552

0,35554

0,35556

0,2790

0,35559

0,35558

0,2791

0,2792

0,35560

0,2794

0,2795

0,2798

0,35568

0,35569

0,35573

0,35574

0,35575

0,2806

0,35577

0,2808

0,2809

0,2810

0,35579

0,2814

0,2811

0,35586

0,35587

0,35588

0,35590

0,35591

0,2825

0,35593

0,2826

0,35595

0,2828

0,2829

0,35596

0,35600

0,35601

0,2835

0,35604

0,2837

0,2838

0,35607

0,35610

0,35611

0,2842

0,2845

0,35614

0,35613

0,2848

0,2852

0,2854

0,2857

0,35626

0,2862

0,35631

0,35633

0,35634

0,2867

0,2868

0,35637

0,35639

0,2872

0,35641

0,2874

0,35643

0,35644

0,35647

0,2883

0,35654

0,2887

0,2890

0,35659

0,2892

0,2893

0,35661

0,2894

0,35662

0,35663

0,35664

0,2899

0,2896

0,2898

0,35666

0,35669

0,2901

0,35671

0,35672

0,2906

0,2908

0,2913

0,35682

0,2915

0,35685

0,2917

0,2919

0,35687

0,2921

0,35688

0,35691

0,35689

0,2923

0,35693

0,2927

0,35697

0,2930

0,35701

0,2934

0,2936

0,35705

0,35706

0,35707

0,2939

0,35709

0,2942

0,2943

0,35715

0,2951

0,2952

0,2953

0,35722

0,2954

0,35724

0,2959

0,35729

0,2963

0,35734

0,35735

0,2970

0,35740

0,2974

0,2976

0,2983

0,35755

0,2987

0,2992

0,35761

0,2994

0,35762

0,35765

0,35767

0,35768

0,35771

0,35773

0,35775

0,3007

0,35777

0,3011

0,3012

0,35782

0,3016

0,35785

0,3018

0,35787

0,3021

0,35791

0,3028

0,3031

0,3034

0,35803

0,35802

0,3037

0,3036

0,35805

0,3039

0,35807

0,3043

0,35812

0,35813

0,35816

0,3050

0,35819

0,3054

0,35822

0,3056

0,35825

0,3059

0,3060

0,35828

0,3062

0,3064

0,3068

0,35837

0,3069

0,35838

0,3071

0,3072

0,3073

0,35844

0,35845

0,3076

0,35847

0,3079

0,35850

0,35852

0,3084

0,3085

0,35853

0,35854

0,35855

0,3091

0,35860

0,3093

0,35863

0,3096

0,3098

0,3099

0,35870

0,3102

0,35873

0,3106

0,3108

0,35877

0,3109

0,35879

0,35881

0,3113

0,35882

0,35885

0,3118

0,35887

0,35886

0,3119

0,3120

0,35888

0,3121

0,35893

0,35894

0,35896

0,3131

0,35900

0,35902

0,35908

0,3140

0,3141

0,35911

0,3149

0,35919

0,3152

0,3151

0,35924

0,3157

0,3158

0,35927

0,35928

0,3160

0,35933

0,3165

0,3166

0,35936

0,35937

0,3170

0,3169

0,35941

0,3175

0,35943

0,35944

0,3177

0,3180

0,3182

0,35951

0,35952

0,3187

0,35956

0,35959

0,3192

0,35961

0,35963

0,35965

0,3198

0,35966

0,35970

0,3204

0,35972

0,35973

0,3205

0,3208

0,35977

0,3209

0,3211

0,3213

0,3215

0,3216

0,35989

0,35990

0,35991

0,3223

0,3224

0,3225

0,35996

0,3229

0,3228

0,35998

0,3233

0,36003

0,3235

0,36004

0,36005

0,3236

0,36006

0,3239

0,3240

0,36008

0,3247

0,3248

0,36016

0,3249

0,36018

0,36020

0,3252

0,36021

0,3255

0,36024

0,3257

0,36026

0,3263

0,3265

0,36035

0,3267

0,3270

0,36038

0,3271

0,3275

0,36044

0,36047

0,3282

0,3283

0,3284

0,36054

0,36055

0,36056

0,36058

0,3291

0,36063

0,3296

0,36064

0,36065

0,36066

0,3298

0,3300

0,3299

0,3303

0,36072

0,3306

0,3308

0,3309

0,3312

0,36081

0,3314

0,3315

0,3316

0,36085

0,3317

0,3319

0,3320

0,36089

0,3321

0,3322

0,36090

0,36093

0,3326

0,3331

0,36099

0,3333

0,3332

0,36103

0,3335

0,3336

0,36105

0,3339

0,36108

0,3341

0,36110

0,3344

0,36113

0,3352

0,36121

0,36126

0,3359

0,36128

0,3361

0,36130

0,36132

0,36133

0,3368

0,36137

0,3369

0,3375

0,36143

0,36145

0,36146

0,36148

0,36150

0,36151

0,36153

0,3386

0,36156

0,36159

0,36161

0,36165

0,3401

0,36173

0,3406

0,36174

0,36175

0,3408

0,3410

0,3415

0,36185

0,3417

0,36186

0,36187

0,3420

0,3421

0,36189

0,36191

0,36190

0,3423

0,3424

0,3427

0,36196

0,3428

0,36198

0,3432

0,36201

0,36204

0,3438

0,36206

0,3439

0,36209

0,36213

0,3445

0,3446

0,3447

0,3448

0,36218

0,3450

0,36220

0,3456

0,3459

0,3460

0,36230

0,36231

0,3464

0,3466

0,3467

0,3470

0,36239

0,3473

0,3474

0,3476

0,3478

0,36246

0,36247

0,36249

0,3483

0,3484

0,36252

0,36254

