id_node,Clustering Coefficient
12261,0.07076923076923076

23332,0.059395801331285206

34114,0.005333135809784823

21547,0.045764362220058426

9553,0.0330467257252041

22321,0.01409366755309384

15191,0.009190287542312986

14242,0.01499156062955835

23783,0.05561105561105561

37057,0.08846153846153847

2282,0.0527411519777932

2992,0.125

36632,0

19470,0.04946236559139785

5300,0.04391373160418586

20919,0.3111111111111111

33029,0.01350844277673546

10352,0.12526315789473685

12986,0.13254901960784313

29615,0.13186813186813187

21847,0.09840425531914894

20961,0.02682701202590194

12396,0.057912457912457915

3747,0.08121158911325724

8172,0.03574193548387097

6790,0.06277069863787584

27877,0.13636363636363635

5081,0.10967741935483871

8360,0.035705368289637954

1315,0.06060606060606061

33684,0.05185185185185185

22,0.23809523809523808

32575,0.06115702479338843

13685,0.1975806451612903

291,0

3072,0.06719367588932806

35241,0.09941944847605225

23,0.030303030303030304

21298,0.13636363636363635

22584,0.0506872852233677

21498,0

9173,0.13333333333333333

19358,0.03199233716475096

9388,0.3

14635,0.09134615384615384

6221,0.03333333333333333

35359,0.03885291396854764

30235,0.01309759896025904

24,0.1503267973856209

28761,0.13640238704177324

327,0

22059,0.061224489795918366

7976,0.02158050952263171

26877,0.05832467982000692

12523,0.1225296442687747

3712,0.009278190364512863

32060,0.02438212224359923

35558,0.03099612548431446

10840,0.0797695414587788

23267,0.06712852365026278

9722,0.06282051282051282

14805,0.08333333333333333

2431,0.02716330896353934

27954,0

6071,0.1

5061,0.021204410517387615

31987,0.05698005698005698

1739,0.016666666666666666

26,0.38095238095238093

32718,0.050574637586522135

17091,0.01088534107402032

15554,0.02937576499388005

3153,0.01935260872283078

29055,0.023732334077161663

34606,0.0152741994847258

27,0.05300207039337474

14755,0.09246088193456614

28477,0.23391812865497075

24094,0.3333333333333333

12798,0.21428571428571427

9947,0.14260249554367202

35523,0.011613711883327566

19629,0.0989010989010989

1659,0.06006006006006006

37475,0.13636363636363635

28014,0.04926945293917771

11225,0.028595713678586605

32771,0.28888888888888886

30417,0.08998435054773082

32452,0.02926829268292683

34900,0.31521739130434784

2035,0.03196803196803197

18588,0.17338709677419356

885,0.22727272727272727

25948,0

30502,0.19852941176470587

14177,0.04185692541856925

18595,0.05128205128205128

3491,0.028278248419043073

14947,0.14285714285714285

17644,0.07080745341614907

7415,0.10317460317460317

25129,0.319047619047619

31525,0.08025372311086597

14185,0.13655761024182078

22836,0.11338398597311514

25748,0.0673076923076923

35065,1.0

33424,0.14285714285714285

17949,0.3333333333333333

23906,0.042105263157894736

7847,0.05505279034690799

831,0.0761904761904762

3582,0.14285714285714285

14341,0.0822746521476104

7495,0.2

25819,0.08376623376623377

25756,0.10666666666666667

9339,0.1431451612903226

32507,0.02841530054644809

17221,0.14285714285714285

12838,0.21212121212121213

7075,0.02027532545264103

714,0.08088235294117647

1767,0.08001768346595933

33833,0.06413730803974707

479,0.07692307692307693

13090,0.1

35668,0.08669354838709678

24810,0.032679738562091505

10001,0.006944082674550356

26298,0.032679738562091505

11889,0.13502824858757062

34059,0.42857142857142855

27874,0.11533242876526459

23051,0.06077694235588972

26124,0.10741971207087486

20024,0.03527406241804353

29347,0.36363636363636365

27031,0.09090909090909091

31500,0.19444444444444445

16621,0.1895424836601307

1268,0

11720,0.21052631578947367

28,0

13003,0

29,1.0

30,0.6

6631,0.02014628581176897

23664,0.010600545950864421

31,0.09523809523809523

10808,0.044444444444444446

23880,0.0380952380952381

12505,0.020374707259953162

15908,0.047619047619047616

17736,0.03003003003003003

2059,0.008912655971479501

32,0

4293,0.06451612903225806

22351,0.2564102564102564

33,1.0

10510,0.06030855539971949

5398,0.14285714285714285

34,0

27474,0.1021021021021021

3635,0.25

27804,0

18741,0.1

24655,0.03137254901960784

25120,0.0641025641025641

6452,0.03896976483762598

18377,0.1111111111111111

15977,0.14102564102564102

20084,0.09713487071977638

22253,0.1

15940,0.06392961876832845

22464,0.23333333333333334

22615,0.2545454545454545

36628,0.010835666403177381

8626,0.0761904761904762

24419,0.11558441558441558

18244,0.13333333333333333

3903,0.42857142857142855

27022,0.12323232323232323

15919,0.05555555555555555

1174,0.10909090909090909

30814,0.07978142076502732

37428,0.05803921568627451

29886,0.04580808432588052

22881,0.015364494206228915

34440,0.1

21973,0.06504494976203067

8292,0.03666666666666667

13493,0.16666666666666666

29889,0.0977891156462585

2417,0.14285714285714285

4528,0.17142857142857143

5412,0.38095238095238093

1483,0.051423324150596875

26585,0.09166666666666666

18701,0.054675324675324675

25477,0.014004848451393584

36747,0.0746606334841629

15806,0.12159709618874773

27268,0.06050420168067227

4193,0.0859106529209622

418,0.23636363636363636

13581,0.05858585858585859

25967,0.13846153846153847

36648,0.05401234567901234

1070,0.14153846153846153

4011,0.22058823529411764

17152,0.06060606060606061

12929,0.10822510822510822

33303,0.05

1109,0.1388888888888889

15407,0.3090909090909091

33856,0.07364114552893045

36914,0.06837606837606838

35,0.1737891737891738

15270,0.0783744557329463

17013,0.08568075117370892

25652,0.08333333333333333

11279,0.015577230709526614

18274,0.12643678160919541

308,0.043661547726588375

19540,0.14746543778801843

25218,0

15074,0.011803150758425597

6506,1.0

7562,0.015928988326848248

34766,0.13434343434343435

33813,0.04523458868083316

30543,0.12727272727272726

16599,0.08616780045351474

36,0.13043478260869565

16282,0.08333333333333333

37049,0.05591397849462366

27363,0.04599885379905288

16119,0.030401787434030585

26293,0.09634146341463415

24953,0.07298245614035087

24343,0.15721800116890708

28814,0.17846153846153845

23690,0.18681318681318682

32459,0.1761904761904762

35616,0.04598490048043926

7740,0.07561728395061729

34840,0.09783183500793231

27367,0.11942959001782531

6073,0.027777777777777776

11635,0.1

896,0.2

32126,0.10909090909090909

4382,0.13297872340425532

11079,0.11764705882352941

8784,0.11494252873563218

22104,0.13333333333333333

24654,0.07142857142857142

27966,0.0380952380952381

38,0.07086614173228346

717,0.3111111111111111

23060,0.07431693989071038

253,0.09292929292929293

22452,0.0709945826224896

1766,0.18333333333333332

36746,0.175

14701,0.09090909090909091

25314,0.08315863032844165

10281,0.13642960812772134

8409,0.10256410256410256

18028,0.024366937410415672

1524,0

9804,0

34992,0.06628571428571428

11439,0.07115677321156773

34536,0.024674915506673542

26644,0.2087912087912088

9677,0.06820973075106282

31518,0.04855845908477487

1396,0.08669354838709678

32139,0

26196,0.1168091168091168

11175,0.1282051282051282

13632,0.04368983391515921

13189,0.3333333333333333

32309,0.0677361853832442

5823,0.14285714285714285

20191,0.2222222222222222

24921,0

29052,0.04738095238095238

6301,0.056387796745135124

21943,0.09836065573770492

10595,0.012573212831154727

18403,0.20588235294117646

18204,0.13333333333333333

29218,0.06409130816505706

20773,0.11462450592885376

19744,0.06416275430359937

11041,0.2600806451612903

27867,0.19607843137254902

25774,0.13012477718360071

21358,0.02088003320880033

3252,0.05925925925925926

29387,0.04285714285714286

24541,0.0915032679738562

8646,0.14980392156862746

35388,0.04038014356485694

18725,0.16287878787878787

37463,0

12506,0.15555555555555556

22950,0.11563367252543941

28930,0.01282051282051282

14483,0.15483870967741936

5323,0.014564007421150278

10320,0.09113300492610837

16958,0.11052353252247488

30010,0.26666666666666666

35371,0.21666666666666667

29421,0.019699512506992728

16798,0.4

21957,0.12120253164556961

32180,0.06060606060606061

17230,0.1388888888888889

8416,0.05975609756097561

24347,0.05728088336783989

12265,0.22591362126245848

24033,0

29961,0.12844611528822056

13629,0.13257575757575757

28322,0.01422387136672851

16127,0.10153846153846154

22491,0.056420906888196606

22024,0.14285714285714285

393,0.13631937682570594

31756,0.07272727272727272

11010,0.07209645669291338

30046,0.07393483709273183

6645,0.041099274355411455

15295,0.03382663847780127

5487,0.16666666666666666

22642,0.006688963210702341

20236,0.03239603239603239

8921,0.17582417582417584

1264,0.14285714285714285

17133,0.22507122507122507

25249,0.013624109378008857

19459,0.2857142857142857

814,0.042735042735042736

22415,0.2875816993464052

8831,0.09696969696969697

14131,0.0750625521267723

34426,0.07703081232492998

17139,0.03215686274509804

22292,0.19607843137254902

5506,0.03225989502057029

30384,0.06721215663354763

23711,0.21428571428571427

31346,0.3333333333333333

12393,0.12643678160919541

11991,0.10495049504950495

24965,0.15306122448979592

1003,0.05519480519480519

34563,0.06666666666666667

28487,0.023172905525846704

22899,0.09784930921521151

20836,0.08333333333333333

40,0.3

14266,0

31917,0.02413905486148832

6134,0.05366769157049874

41,0.2857142857142857

15936,0.06436781609195402

12648,0.03515263644773358

22395,0.04337265787647467

30403,0.06946386946386947

20610,0.08751902587519025

15278,0.10515873015873016

2300,0.02765663227316243

42,0.06127946127946128

3546,0.05815873015873016

34953,1.0

28343,0.15441176470588236

5143,0.10153846153846154

31731,0.3333333333333333

6843,0.02403846153846154

26410,0.1

5338,0

22267,0.08187134502923976

27962,0.025974025974025976

14558,0.1011378002528445

31695,0.058691504881607

33471,0.05627299617632205

37193,0.009323526364860665

37578,0.09863945578231292

540,0.23076923076923078

13263,0.08333333333333333

2297,0.4

73,0.00614081352998899

34447,0.0367816091954023

36608,0.15932203389830507

7006,0.033524010236339004

16350,0.13140096618357489

14502,0.11538461538461539

6250,0.26

18233,0.05064935064935065

11119,0.09881422924901186

9349,0

10830,0.021114081174916276

37294,0.10952380952380952

6185,0

27718,0

7516,0.04743083003952569

4210,0.02748682790579572

3678,0.052873563218390804

1356,0.12179487179487179

14814,0.06836055656382335

27370,0.03152317880794702

8608,0

15684,0.4

7178,0.027777777777777776

13656,0.05368973132131027

20436,0.17857142857142858

44,0

8721,0.07142857142857142

45,0

12703,0

30789,0

31090,0.2

24499,0.0770004189359028

9946,0

34654,0.15263157894736842

25424,0.07997905132425558

12731,0.08580593424218123

31659,0.063455365760589

18509,0.21794871794871795

24257,0.5

15623,0.059770114942528735

9955,0.048484848484848485

27751,0.16825396825396827

18810,0.20643939393939395

18318,0.18181818181818182

25434,0.09684095860566448

3483,0.05651176133103844

9731,0.14705882352941177

33410,0.022962382445141066

592,0.27384615384615385

4292,0.17137096774193547

6641,0.132486388384755

13177,0.15589992531740104

11124,0.13460246360582306

25739,0.11962833914053426

6854,0.19099099099099098

18100,0.056666666666666664

35472,0.21666666666666667

36163,0.04395604395604396

16496,0.07507556131260794

25307,0.25

25454,0.21904761904761905

29360,0.25274725274725274

20478,0.18382352941176472

6005,0.10587639311043566

25887,0.05700280112044818

28591,0.13900134952766532

3789,0.19292929292929292

11617,0.03636363636363636

33324,0

36621,0.18333333333333332

4451,0.25

4819,0.16161616161616163

13439,0.22857142857142856

36971,0.2733990147783251

25128,0.13333333333333333

26979,0.18414322250639387

17066,0.022843822843822845

23264,0.26179463459759483

16797,0.25146198830409355

13354,0.18585858585858586

16959,0.14555403556771546

3374,0.1746880570409982

12876,0.22857142857142856

2804,0.20476190476190476

29536,0.1553911205073996

33602,0

11927,0.06131938390002906

26839,0.5

10154,0.09602515520438604

24744,0.3476190476190476

14400,0.023506796234068962

35806,0.11428571428571428

8177,0.09851551956815115

22669,0.23333333333333334

31217,0.06770140428677014

21787,0.3717948717948718

35089,0.26666666666666666

34564,0.41830065359477125

36659,0.29523809523809524

14108,0.14130434782608695

15066,0.4

30948,0.12141779788838612

8753,0.06578115117014548

10025,0.1956989247311828

2816,0.14906103286384975

29243,0.1388888888888889

25061,0.0944741532976827

12003,0.16326530612244897

26538,0.5

2252,0.11074197120708748

24939,0.05102040816326531

21101,0.2857142857142857

17917,0.15151515151515152

35872,0.07407407407407407

10157,0.2

10347,0.10772964899178492

1103,0.24338624338624337

20303,0.16307692307692306

1696,0.41830065359477125

17419,0.21428571428571427

10574,0.11202185792349727

12542,0.11600279524807827

35890,0.23692307692307693

34774,0.08964568283453732

4712,0.103424178895877

32710,0.10556826849733028

28130,0.1

33012,0.16416040100250626

30979,0.25274725274725274

34620,0.1

15313,0.02274802822748028

10956,0.16666666666666666

22459,0.09105534105534105

27196,0.0953058321479374

33366,0.02387398474033965

981,0.31620553359683795

15555,0.2153846153846154

37161,0.09494949494949495

19041,0.17647058823529413

9919,0.04

35258,0.12366114897760468

18482,1.0

19089,0.07451923076923077

848,0.0886748004641187

21404,0.3333333333333333

5892,0.21978021978021978

27655,0.06808408982322026

4262,0.22943722943722944

368,0.20553359683794467

35468,0.20476190476190476

23209,0.1633879781420765

23767,0.1191904047976012

11573,0.02918546365914787

24935,0.19047619047619047

9008,0.03301587301587302

6827,0.2955665024630542

32415,0.0702051571616789

12630,0.16927453769559034

1193,0.3333333333333333

28234,0.21212121212121213

4036,0.10714285714285714

48,0

35665,0.04344569288389513

49,0.1

5552,0.1

26597,0

10269,0.1

7121,0

50,1.0

24181,0.07740112994350283

51,0.1

34304,0.13333333333333333

25741,0.1

27985,0.4

33950,0.2222222222222222

52,0.14623655913978495

20594,0.03571428571428571

25427,0.10338164251207729

5496,0.1368421052631579

1212,0.07422402159244265

24661,0.3157894736842105

30877,0.1761904761904762

25285,0.09855072463768116

23684,0.11052631578947368

29215,0.058333333333333334

5845,0.23529411764705882

591,0.19298245614035087

1132,0.29239766081871343

6094,0.056429463171036205

5636,0.022058823529411766

4013,0.08778467908902692

7435,0.2733333333333333

2742,0.12421340629274966

34429,0.07978142076502732

8570,0.13623188405797101

823,0.10084033613445378

24668,0.19047619047619047

30670,0.056633720510785655

30074,0

21607,0.2463768115942029

3210,0.1111111111111111

18037,0.22617354196301565

13112,0.20557491289198607

53,1.0

28957,0.006478677633886706

21375,0.01894893064426364

22212,0

6138,0.16666666666666666

54,0

36103,0

55,0.3333333333333333

29827,0.040229885057471264

5568,0

57,0

3255,0.0960960960960961

58,0.19047619047619047

14312,0.6666666666666666

28964,0.13793103448275862

18727,0.32142857142857145

5218,0.02857142857142857

34638,0.10037878787878787

23908,0.08888888888888889

59,0

13761,0.016056758775205376

60,0

37077,0

61,0.24761904761904763

974,0.0200357762300118

18406,0.023310521813515825

8357,0.014538654118782614

25146,0.3888888888888889

1095,0.04644383987563156

10403,0.062378546443839875

33128,0.011584111410033232

772,0.022222222222222223

32030,0.08937728937728938

32876,0.03286034353995519

33799,0.017806267806267807

62,0

30717,0.027093596059113302

63,0

36607,0.12105263157894737

29946,0

64,0

13486,0.14336917562724014

65,0.3333333333333333

30733,0.05128205128205128

66,0.3333333333333333

13448,0.06829268292682927

30773,0.04908956692913386

21831,0.12462462462462462

67,0.18233618233618235

11497,0.04433497536945813

7104,0.07984918307498953

29440,0

14023,0.07885763000852515

26706,0

26679,0.11333333333333333

3329,0.16524216524216523

19114,0.03179300722952691

29023,0.020872948221974514

27037,0.12646675358539766

10528,0.08360166964818128

29997,0.16923076923076924

27470,0.15789473684210525

17723,0.13847117794486216

32753,0.029002359285473542

35076,0.19959677419354838

12575,0.11695906432748537

68,0.5

30030,0.2278127183787561

4459,0.15362731152204837

30297,0.03028846153846154

70,0

34161,0.13333333333333333

71,0.3333333333333333

20812,0.07671957671957672

11244,0.06037414965986394

24207,0.04039451114922813

72,0.13333333333333333

18731,0.05228758169934641

32161,0.21052631578947367

11055,0.17117117117117117

1353,0.08571428571428572

1618,0.15966386554621848

6078,0

2819,0

14766,0.11

24350,0.05716253443526171

74,0.06666666666666667

31838,0.08505747126436781

5880,0

15745,0.08888888888888889

23139,0

29645,0.02832887763238122

75,0.1111111111111111

10247,0.2

7211,0.03467365967365967

21029,0.2

2243,0.075

1089,0.04064119170984456

17854,0.03808558938856682

31923,0.16666666666666666

18790,0.10695970695970695

26118,0.2857142857142857

16701,0.1282051282051282

36828,0.4

4757,0.08258587469271145

9766,0.0681081081081081

5754,0.15384615384615385

14466,0.13953488372093023

6079,0.05555555555555555

18430,0.12333333333333334

4847,0.0401809677171996

32409,0.24064171122994651

18945,0.012188604040221035

22715,0.040229885057471264

77,0

3115,0.075

79,0

33601,0.09057971014492754

82,0

15338,0.2

33385,0.16666666666666666

83,0.09523809523809523

26110,0.009499451954694921

25858,0

8828,0

5858,0

2489,0.06236559139784946

84,0

12699,0.14102564102564102

85,0.1

11081,0.028214471629359708

1295,0.07071763433104941

35708,0.02207001522070015

18373,0

28603,0.06060606060606061

87,0.14855072463768115

28367,0.06968641114982578

5361,0.08963795255930088

22434,0.13978494623655913

27855,0.11737373737373738

15820,0.14736842105263157

32227,0.0196078431372549

15870,0.1

16583,0.1

23348,0.05555555555555555

31170,0.03005037345839847

15817,0.04278846153846154

34602,0.06666666666666667

24459,0.13636363636363635

13729,0.0730593607305936

25704,0.08065458796025717

6558,0.06882591093117409

26434,0.3

89,0.4

27323,0.14878048780487804

29563,0.05714285714285714

33824,0

90,0

21351,0

24444,0.07142857142857142

15808,0

13411,0.16666666666666666

13893,0.08791208791208792

91,0

5953,0.09014084507042254

23110,0

92,0.061952861952861954

16241,0.3416666666666667

26156,0.07994389901823282

3177,0.0380952380952381

12092,0.11498257839721254

5615,0.10863095238095238

16854,0.10528559249786872

36126,0.13538461538461538

16754,0.10416666666666667

1955,0.3333333333333333

5197,0.04411764705882353

6981,0.0712622263623661

7827,0.06666666666666667

25210,0.0302396878483835

19841,0.11428571428571428

20173,0.025229540918163672

13574,0.12926829268292683

26339,0.3611111111111111

31515,0.11538461538461539

9921,0.15789473684210525

7839,0.10967741935483871

13872,0.07377295995182175

7123,0.07535460992907801

12115,0.3333333333333333

25579,0.05952380952380952

37573,0.18468468468468469

34032,0.1253968253968254

31248,0.09976525821596244

4598,0.3611111111111111

29439,0.05110137751539389

1337,0

13418,0.11414141414141414

12484,0.23076923076923078

28303,0.11498257839721254

9818,0.25

35579,0.22727272727272727

10601,0.10144927536231885

21912,0

25256,0.08686414198225222

13576,0

21993,0

37438,0.17936507936507937

18699,0.14624505928853754

34217,0.13333333333333333

36248,0.13333333333333333

26532,1.0

24568,0.07282666196438017

12085,0.1615819209039548

22449,0.031578947368421054

141,0.09558823529411764

93,0

31102,0.008827773533655887

30931,0.08974358974358974

23271,0.06194483403459561

11591,0.07473684210526316

4333,0.02773788403593253

1139,0.3333333333333333

34042,0.039873417721518985

19400,0.3333333333333333

36310,0.10714285714285714

8508,0.027777777777777776

27101,0.15076923076923077

6149,0.03853662677192089

3190,0.12727272727272726

13506,0

19728,0.13538461538461538

95,0

6081,0

9355,0.07661290322580645

97,0.5555555555555556

37087,0.13721804511278196

28885,0.23130677847658979

18835,0

98,0.11067193675889328

30594,0.1935483870967742

1686,0.16188714153561518

27373,0.08333333333333333

26054,0.4

21090,0.06782106782106782

8668,0.07884615384615384

31814,0.01818181818181818

22606,0.032251720747295966

23845,0.03571428571428571

28544,0.2

3218,0.21666666666666667

16938,0.017045454545454544

709,0.10140474100087796

17446,0.045204336947456215

17197,0.046536224219989424

33546,0.0596078431372549

99,0.07017543859649122

36916,0.15151515151515152

11442,0.0962566844919786

7995,0.08275862068965517

37085,0.0380952380952381

32812,0.05789473684210526

10060,0.06921529175050302

29115,0.014696586599241467

23261,0.10708898944193061

31324,0.14102564102564102

2755,0.056598016781083144

34603,0.03390567267985221

8507,0.05585106382978723

16033,0.04597701149425287

32639,0.1111111111111111

23100,0.12605042016806722

14459,0

23519,0

338,0.15555555555555556

6082,0

2270,0.06415396952686447

28436,0.1282051282051282

14815,0.04927536231884058

101,0.01572617946345976

29255,0.14333333333333334

32525,0.08947368421052632

35212,0.014693877551020407

6114,0

6479,0.06756756756756757

33708,0.04647983595352016

13169,0.02849002849002849

11206,0.09090909090909091

10711,0.047619047619047616

23228,0.020570085218924478

31174,0.05639097744360902

27777,0.03697478991596639

36681,0.15714285714285714

34423,0

16905,0.06769230769230769

8912,0.09956709956709957

1891,0.047619047619047616

21537,0

17652,0.04625346901017576

910,0.020839580209895053

13332,0.09523809523809523

6295,0.015015015015015015

36620,0.02003315178782856

2273,0.0230052743799798

7222,0.0915032679738562

13743,0.08333333333333333

19534,0.06324110671936758

28451,0.0625

27860,0.19396051103368175

9552,0.06538461538461539

32421,0.09090909090909091

7156,0.06666666666666667

33910,0.0761904761904762

14878,0.1503267973856209

7183,0

32897,0

19684,0.07789473684210527

29620,0.03636363636363636

1877,0.08695652173913043

3542,0.0761904761904762

32182,0.04653061224489796

102,0

10689,0.04784688995215311

32124,0.17647058823529413

103,1.0

23434,0.1839080459770115

27401,0.39166666666666666

22125,0.5714285714285714

105,0.1282051282051282

14642,0.09

9586,0.26666666666666666

28427,0.047619047619047616

20132,0

21566,0.06573426573426573

17580,0.08986568986568987

12657,1.0

26265,0.25

968,0.16363636363636364

21732,0.14461538461538462

17578,0.06593406593406594

11038,0.09585037989479836

106,0.3

25367,0.08888888888888889

15062,0.13333333333333333

24061,0.09956709956709957

108,0.11462450592885376

16385,0.17857142857142858

27593,0.03666666666666667

9238,0.1

33152,0.14285714285714285

24409,0.15263157894736842

22071,0.05161290322580645

33485,0.05128205128205128

31729,0.2

35061,0.06808080808080808

1948,0.21052631578947367

25507,0.5

20322,0.051470588235294115

5673,0.017077798861480076

11710,0.045069778082818576

30003,0.1388888888888889

24473,0.018551367331855136

32572,0.09403508771929825

12534,0.4

12978,0.061948051948051946

17126,0.1476923076923077

23817,0.04666666666666667

15541,0

109,0.5

11085,0.26666666666666666

16954,0.08374384236453201

24905,0.15356151711378355

25777,0.10909090909090909

110,0.2

5188,0.03835780641294576

27903,0

14021,0.11695906432748537

22341,0.08020344287949922

111,0

27106,0.013208852005532503

23471,0.007729468599033816

112,0

37104,0.1

113,0.19047619047619047

2521,0.3333333333333333

2348,0.2857142857142857

8459,0

25783,0.02689075630252101

25401,0.11067193675889328

11793,0

35816,0.13333333333333333

4128,0.026336392863687094

5647,0.047619047619047616

