id_node,name,ml_target,clustering_coefficient,Square clustering,triangles,greedy_modularity_communities,Core number,asyn_lpa_communities
25,kidbai,0.0,0.3956043956043956,0.0463251089116861,0.0004483969807936627,0.0022271714922048997,0.33333333333333337,0.0
26,Micanss,0.0,0.3809523809523809,0.0175528546008384,9.964377350970282e-05,0.0022271714922048997,0.18181818181818182,0.0
27,hepin1989,0.0,0.0530020703933747,0.0132165559294733,0.001594300376155245,0.0022271714922048997,0.696969696969697,0.0
28,ashphy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,soberanes,0.0,1.0,0.0922136839181557,1.2455471688712852e-05,0.0022271714922048997,0.030303030303030304,0.0
30,rajatpatel2113,0.0,0.6,0.0787240428957349,0.00011209924519841567,0.0,0.15151515151515152,0.0
31,ehlxr,0.0,0.0952380952380952,0.0032225613394942,2.4910943377425704e-05,0.0022271714922048997,0.18181818181818182,0.0
32,city292,1.0,0.0,0.0,0.0,0.004454342984409799,0.030303030303030304,0.0
33,riverphoenix,1.0,1.0,0.0210526315789473,1.2455471688712852e-05,0.004454342984409799,0.030303030303030304,0.0
34,AnqiYang,1.0,0.0,0.0263157894736842,0.0,0.004454342984409799,0.09090909090909091,0.0
35,CN-Sean,0.0,0.1737891737891738,0.0374641107594202,0.000759783773011484,0.0022271714922048997,0.6363636363636365,0.0
36,Myoursky,0.0,0.1304347826086956,0.0361907946370935,0.0004110305657275241,0.0022271714922048997,0.5454545454545455,0.0
37,ariepratama,1.0,0.0,0.0,0.0,0.004454342984409799,0.0,0.0
38,linjunpop,0.0,0.0708661417322834,0.0130250128239269,0.007062252447500187,0.0022271714922048997,0.9393939393939394,0.0
39,MLoughry,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,bombworm,0.0,0.3,0.0419952237191907,3.736641506613856e-05,0.0,0.09090909090909091,0.0
41,kmiladi,0.0,0.2857142857142857,0.1099567099567099,7.473283013227712e-05,0.0022271714922048997,0.18181818181818182,0.0
42,indreklasn,0.0,0.0612794612794612,0.0154844554706222,0.0011334479236728696,0.0,0.787878787878788,0.0
43,littlexiang,0.0,0.1785714285714285,0.010709831354048,6.227735844356426e-05,0.0022271714922048997,0.18181818181818182,0.0
44,tannersteele,0.0,0.0,0.0,0.0,0.0022271714922048997,0.030303030303030304,0.0
45,FantinBibas,0.0,0.0,0.0,0.0,0.0779510022271715,0.030303030303030304,0.0
46,ngothanhtai,0.0,0.3333333333333333,0.02066609735269,1.2455471688712852e-05,0.006681514476614699,0.06060606060606061,0.0
47,diluga,0.0,0.0,0.0,0.0,0.004454342984409799,0.0,0.0
48,ForrestPi,0.0,0.0,0.0018148820326678,0.0,0.004454342984409799,0.030303030303030304,0.0
49,sorenbouma,1.0,0.1,0.0,1.2455471688712852e-05,0.004454342984409799,0.06060606060606061,0.0
50,th3brink,0.0,1.0,0.0083640013382402,1.2455471688712852e-05,0.0,0.030303030303030304,0.0
51,damianlajara,0.0,0.1,0.0006429214350006,1.2455471688712852e-05,0.006681514476614699,0.12121212121212122,0.0
52,DQNEO,0.0,0.1462365591397849,0.0103411040668826,0.000846972074832474,0.006681514476614699,0.5151515151515151,0.0
53,carloseberhardt,0.0,1.0,0.0347031963470319,1.2455471688712852e-05,0.0,0.030303030303030304,0.0
54,moraispgsi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,crispe1586,0.0,0.3333333333333333,0.0172413793103448,1.2455471688712852e-05,0.0,0.06060606060606061,0.0
56,TarrySingh,1.0,0.0201149425287356,0.0079023399577339,0.0009590713200308896,0.004454342984409799,0.6060606060606061,0.0
57,gideonheilbron,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,roalcantara,0.0,0.1904761904761904,0.0008385158269862,4.982188675485141e-05,0.0,0.15151515151515152,0.0
59,novinsh,1.0,0.0,0.0,0.0,0.004454342984409799,0.0,0.0
60,XiaocongDong,0.0,0.0,0.0,0.0,0.5256124721603563,0.0,0.006451612903225806
61,muhammadfaizan,0.0,0.2476190476190476,0.039911423609961,0.0006476845278130684,0.0,0.5757575757575758,0.0
62,bigzhao,1.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
63,guillecro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,7772,0.0,0.0,0.0,0.0,0.004454342984409799,0.0,0.0
65,paranoiasystem,0.0,0.3333333333333333,0.0296127562642369,1.2455471688712852e-05,0.0022271714922048997,0.06060606060606061,0.0
66,Endika,0.0,0.3333333333333333,0.0034630835295747,2.4910943377425704e-05,0.004454342984409799,0.09090909090909091,0.0
67,jasperblues,0.0,0.1823361823361823,0.023415814965444,0.0007971501880776225,0.0022271714922048997,0.6060606060606061,0.0
68,ogirginc,0.0,0.5,0.0382462686567164,3.736641506613856e-05,0.0022271714922048997,0.09090909090909091,0.0
69,shogochiai,0.0,0.0606060606060606,0.0027589604631112,4.982188675485141e-05,0.006681514476614699,0.2424242424242424,0.0
70,TinaBryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,iksnae,0.0,0.3333333333333333,0.008955223880597,1.2455471688712852e-05,0.004454342984409799,0.06060606060606061,0.0
72,mafellows,1.0,0.1333333333333333,0.0257323832145684,2.4910943377425704e-05,0.0022271714922048997,0.15151515151515152,0.0
73,kentcdodds,0.0,0.0061408135299889,0.0167888333548645,0.0613431980669108,0.0,1.0,0.0
74,DennisWanjiru,0.0,0.0666666666666666,0.0054250949391614,1.2455471688712852e-05,0.008908685968819599,0.12121212121212122,0.0
75,rupesh1310,0.0,0.1111111111111111,0.0176123063203656,0.0002117430187081185,0.004454342984409799,0.33333333333333337,0.0
76,ayberkanilatsiz,0.0,0.1666666666666666,0.0268292682926829,1.2455471688712852e-05,0.0022271714922048997,0.09090909090909091,0.0
77,fangying,1.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
78,rozentill,1.0,0.1333333333333333,0.0100891741696463,0.00017437660364197992,0.004454342984409799,0.3030303030303031,0.0
79,talentkeychen,1.0,0.0,0.0,0.0,0.004454342984409799,0.0,0.0
80,lilosir,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
81,g8up,0.0,0.1345029239766081,0.0227528872586326,0.0002864758488403956,0.0022271714922048997,0.4545454545454546,0.0
82,shz2050,0.0,0.0,0.0,0.0,0.0022271714922048997,0.030303030303030304,0.0
83,Bjoux2,1.0,0.0952380952380952,0.0091549686511679,2.4910943377425704e-05,0.004454342984409799,0.15151515151515152,0.0
84,MasihKarimi,0.0,0.0,0.0035460992907801,0.0,0.008908685968819599,0.030303030303030304,0.0
85,SeunghunSunmoonLee,0.0,0.1,0.0188590287600188,1.2455471688712852e-05,0.0,0.12121212121212122,0.0
86,milon,0.0,0.1229909154437456,0.0124195297713263,0.002192163017213462,0.0022271714922048997,0.6060606060606061,0.0
87,fernandojsg,0.0,0.1485507246376811,0.0247946810597585,0.000510674339237227,0.0,0.4545454545454546,0.0
88,keyvanakbary,0.0,0.0560253699788583,0.005940827963813,0.0006601399995017812,0.0022271714922048997,0.5151515151515151,0.0
89,MarcoCabazal,0.0,0.4,0.0173598974717464,4.982188675485141e-05,0.006681514476614699,0.09090909090909091,0.0
90,hisrg,1.0,0.0,0.0097087378640776,0.0,0.004454342984409799,0.06060606060606061,0.0
91,timmo001,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0
92,AD7six,0.0,0.0619528619528619,0.0120018907363293,0.0011459033953615824,0.0,0.696969696969697,0.0
93,pragyandas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,starkwang,0.0,0.0578865578865578,0.0129863067123109,0.00742346112647286,0.0022271714922048997,1.0,0.0
95,rubensfernandes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,stoprocent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,pmn,0.0,0.5555555555555556,0.0461339320025079,0.00024910943377425704,0.0,0.21212121212121213,0.0
98,aviflax,0.0,0.1106719367588932,0.0175100119851501,0.00034875320728395984,0.0,0.48484848484848486,0.0
99,paulgureghian,1.0,0.0701754385964912,0.007495777027027,0.00014946566026455423,0.004454342984409799,0.33333333333333337,0.0
100,Silic0nS0ldier,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,mingkin,1.0,0.0157261794634597,0.0081074820477183,0.0002117430187081185,0.0022271714922048997,0.5151515151515151,0.0
102,ferschke,1.0,0.0,0.0333333333333333,0.0,0.0,0.030303030303030304,0.0
103,git-kale,1.0,1.0,0.2368421052631578,3.736641506613856e-05,0.004454342984409799,0.06060606060606061,0.0
104,helexy22,1.0,0.3571428571428571,0.017778245318746,0.00012455471688712852,0.0022271714922048997,0.18181818181818182,0.0
105,rioastamal,0.0,0.1282051282051282,0.0411180879076362,0.00012455471688712852,0.0022271714922048997,0.2424242424242424,0.0
106,jvperrin,0.0,0.3,0.0119822624775922,3.736641506613856e-05,0.004454342984409799,0.12121212121212122,0.0
107,iblancasa,0.0,0.1174838112858464,0.011328125,0.0015818449044665323,0.004454342984409799,0.5757575757575758,0.0
108,HYPJUDY,1.0,0.1146245059288537,0.0045921047429155,0.0003612086789726727,0.004454342984409799,0.33333333333333337,0.0
109,ellenmellon,1.0,0.5,0.01953125,3.736641506613856e-05,0.004454342984409799,0.09090909090909091,0.0
110,qingbusheng,0.0,0.2,0.0923933209647495,3.736641506613856e-05,0.0022271714922048997,0.15151515151515152,0.0
111,luizjr,0.0,0.0,0.0634328358208955,0.0,0.0022271714922048997,0.030303030303030304,0.0
112,pikanglong,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
113,JohnMars,0.0,0.1904761904761904,0.0012788981800295,4.982188675485141e-05,0.017817371937639197,0.12121212121212122,0.0
114,maurodelazeri,0.0,0.238095238095238,0.0122212948610945,6.227735844356426e-05,0.0022271714922048997,0.15151515151515152,0.0
115,sharpstill,1.0,0.1,0.0051430408228865,1.2455471688712852e-05,0.004454342984409799,0.12121212121212122,0.0
116,myedibleenso,0.0,0.0555555555555555,0.0067832916815423,2.4910943377425704e-05,0.004454342984409799,0.18181818181818182,0.0
117,neelkirit,1.0,1.0,0.0,1.2455471688712852e-05,0.004454342984409799,0.030303030303030304,0.016129032258064516
118,jicjjang,0.0,0.2,0.002076886332011,3.736641506613856e-05,0.004454342984409799,0.09090909090909091,0.0
119,denysdovhan,0.0,0.0630182421227197,0.0131619286536609,0.007099618862566326,0.0,1.0,0.0
120,nrkfeller,1.0,0.1433333333333333,0.0219802401317805,0.0005355852826146526,0.0,0.5757575757575758,0.0
121,thiennn,0.0,0.0,0.0037174721189591,0.0,0.006681514476614699,0.06060606060606061,0.0
122,paulhuisman,0.0,0.0,0.0084033613445378,0.0,0.0,0.06060606060606061,0.0
123,quraisahamid,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
124,gsw945,0.0,0.1363636363636363,0.0128096776866351,0.00011209924519841567,0.0022271714922048997,0.2424242424242424,0.0
125,Deardrops,0.0,0.125,0.0082564559216384,0.0002117430187081185,0.0022271714922048997,0.36363636363636365,0.0
126,Rajat2712,1.0,0.2666666666666666,0.0060875673144462,4.982188675485141e-05,0.004454342984409799,0.12121212121212122,0.0
127,adichad,1.0,0.0,0.0084745762711864,0.0,0.006681514476614699,0.030303030303030304,0.0
128,stephanedenis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,thrifus,0.0,0.0769230769230769,0.0053810616231988,7.473283013227712e-05,0.004454342984409799,0.2727272727272727,0.0
130,francisfsjiang,1.0,0.7,0.0009974800503989,8.718830182098996e-05,0.0022271714922048997,0.12121212121212122,0.0
131,razbakov,0.0,0.0826210826210826,0.0099643511412586,0.0003612086789726727,0.0022271714922048997,0.4242424242424243,0.0
132,sawyes,0.0,0.0,0.0700389105058365,0.0,0.0022271714922048997,0.06060606060606061,0.0
133,h3nnn4n,1.0,0.1666666666666666,0.0087719298245614,1.2455471688712852e-05,0.48106904231625836,0.06060606060606061,0.0
134,nevir,0.0,0.2156862745098039,0.0251839230548743,0.0004110305657275241,0.0,0.3939393939393939,0.0
135,moeinrahimi,0.0,0.2666666666666666,0.0160750051799157,4.982188675485141e-05,0.006681514476614699,0.12121212121212122,0.0
136,forhadulislam,0.0,0.0,0.0973451327433628,0.0,0.0022271714922048997,0.06060606060606061,0.0
137,neu-rah,0.0,0.1,0.0159710712671387,1.2455471688712852e-05,0.0022271714922048997,0.09090909090909091,0.0
138,iriswang1,1.0,0.0,0.0148247978436657,0.0,0.004454342984409799,0.030303030303030304,0.0
139,Marthyn,0.0,0.0444444444444444,0.0093948171925154,2.4910943377425704e-05,0.06681514476614699,0.18181818181818182,0.0
140,flavorjones,0.0,0.1431451612903226,0.014164367356924,0.0008843384898986125,0.0,0.6060606060606061,0.0
141,davidyell,0.0,0.0955882352941176,0.0034207387584837,0.0001619211319532671,0.0,0.2727272727272727,0.0
142,adityaas26,0.0,0.0,0.0028653295128939,0.0,0.004454342984409799,0.030303030303030304,0.0
143,rafaelcamaram,0.0,0.1904761904761904,0.0091986280012472,4.982188675485141e-05,0.0,0.15151515151515152,0.0
144,smamran,0.0,0.1212121212121212,0.0289419188801504,0.0045337916946914785,0.0,1.0,0.0
145,anayini,1.0,0.3333333333333333,0.0216606498194945,2.4910943377425704e-05,0.0022271714922048997,0.09090909090909091,0.0
146,hunkyu,1.0,0.1666666666666666,0.0254237288135593,1.2455471688712852e-05,0.004454342984409799,0.09090909090909091,0.0
147,chaodaqing,0.0,1.0,0.0096143797680008,1.2455471688712852e-05,0.0022271714922048997,0.030303030303030304,0.0
148,elPandaFriki,0.0,0.0,0.0105263157894736,0.0,0.013363028953229397,0.06060606060606061,0.0
149,stefanhendriks,0.0,0.0,0.0077519379844961,0.0,0.0022271714922048997,0.030303030303030304,0.0
150,BoyWithSilverWings,0.0,0.0833333333333333,0.0223911685065611,3.736641506613856e-05,0.0,0.21212121212121213,0.0
151,samehkamaleldin,0.0,0.0,0.0,0.0,0.008908685968819599,0.030303030303030304,0.0
152,GuanlinLee,1.0,0.0,0.0,0.0,0.004454342984409799,0.06060606060606061,0.0
153,kangshaoshun,1.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
154,fuse-mars,0.0,0.0,0.031055900621118,0.0,0.0,0.06060606060606061,0.0
155,dimgold,1.0,1.0,0.0068493150684931,1.2455471688712852e-05,0.004454342984409799,0.030303030303030304,0.0
156,AndreiRailean,0.0,0.025,0.0250897426105552,3.736641506613856e-05,0.0,0.33333333333333337,0.0
157,dongrenguang,0.0,0.1666666666666666,0.0090209344511447,7.473283013227712e-05,0.0022271714922048997,0.18181818181818182,0.0
158,LiXiuhong,1.0,1.0,0.0,1.2455471688712852e-05,0.0022271714922048997,0.030303030303030304,0.0
159,minrk,0.0,0.0416904625928041,0.0100656261768962,0.0027277482998281145,0.004454342984409799,0.7272727272727273,0.0
160,sureshsarda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,mahdiabdolmaleki,0.0,0.3333333333333333,0.0227113088269726,1.2455471688712852e-05,0.0022271714922048997,0.06060606060606061,0.0
162,alethea,0.0,0.1333333333333333,0.0136811963092586,2.4910943377425704e-05,0.006681514476614699,0.15151515151515152,0.0
163,banixc,0.0,1.0,0.1666666666666666,1.2455471688712852e-05,0.0022271714922048997,0.030303030303030304,0.0
164,besquared,0.0,0.1428571428571428,0.0047464982467016,4.982188675485141e-05,0.0,0.21212121212121213,0.0
165,BlackDante,0.0,0.0,0.0,0.0,0.006681514476614699,0.030303030303030304,0.0
166,mohanarunachalam,1.0,0.0972423802612481,0.0137194664863936,0.0016690332062875221,0.004454342984409799,0.6666666666666667,0.0
167,crosstreet74,0.0,0.0,0.0067692307692307,0.0,0.004454342984409799,0.030303030303030304,0.0
168,LeonardoCardoso,0.0,0.1965811965811965,0.0141336442512984,0.0008594275465211868,0.0022271714922048997,0.5454545454545455,0.0
169,ascode,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
170,jakobsandberg,1.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
171,asinbow,0.0,1.0,0.0104166666666666,1.2455471688712852e-05,0.0022271714922048997,0.030303030303030304,0.0
172,aarzchan,1.0,0.0,0.0,0.0,0.004454342984409799,0.0,0.0
173,anilkunwar,1.0,0.0,0.0087815587266739,0.0,0.004454342984409799,0.12121212121212122,0.0
174,bushidocodes,0.0,0.0952380952380952,0.0055062995800279,2.4910943377425704e-05,0.006681514476614699,0.15151515151515152,0.0
175,davegomez,0.0,0.2192118226600985,0.0325425048327186,0.0011085369802954438,0.0,0.6666666666666667,0.0
176,SecureCloud-biz,0.0,0.6666666666666666,0.0444621232210731,2.4910943377425704e-05,0.0022271714922048997,0.06060606060606061,0.0
177,ibnujakaria,0.0,0.2,0.0302808302808302,3.736641506613856e-05,0.0022271714922048997,0.12121212121212122,0.0
178,Joe8Bit,0.0,0.0952380952380952,0.0185045633425437,2.4910943377425704e-05,0.0,0.15151515151515152,0.0
179,frankodoom,0.0,0.1473684210526315,0.0210027043193287,0.00034875320728395984,0.0022271714922048997,0.3939393939393939,0.0
180,lxchavez,0.0,0.6,0.0627492946784706,7.473283013227712e-05,0.0022271714922048997,0.09090909090909091,0.0
181,sjwilliams,0.0,0.1461988304093567,0.0178405901997384,0.0003113867922178213,0.0,0.4545454545454546,0.0
182,YunzhuLi,1.0,0.0863697705802968,0.0228701542339142,0.0007971501880776225,0.004454342984409799,0.4545454545454546,0.0
183,chenlongqiang,0.0,0.0,0.0216124788573576,0.0,0.0022271714922048997,0.06060606060606061,0.0
184,surunzi,0.0,0.1404371584699453,0.0184093131003391,0.003201056223999203,0.0022271714922048997,0.8787878787878789,0.0
185,poudel,0.0,0.1455026455026455,0.019186970907997,0.0006850509428792069,0.0,0.6060606060606061,0.0
186,Daaaaad,0.0,0.0,0.0067114093959731,0.0,0.0,0.06060606060606061,0.0
187,boxabirds,1.0,0.0,0.03954802259887,0.0,0.004454342984409799,0.06060606060606061,0.0
188,Graphettion,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,szenekonzept,0.0,0.0,0.0,0.0,0.006681514476614699,0.06060606060606061,0.0
190,nicolsc,0.0,0.0555555555555555,0.004225352112676,2.4910943377425704e-05,0.0,0.15151515151515152,0.0
191,Kingson4Wu,0.0,1.0,0.0149316069750443,1.2455471688712852e-05,0.0022271714922048997,0.030303030303030304,0.0
192,iamKael,0.0,0.1083333333333333,0.0346901361344746,0.0001619211319532671,0.0,0.33333333333333337,0.0
193,findingsea,0.0,0.0784313725490196,0.009008738325947,0.00014946566026455423,0.0022271714922048997,0.3939393939393939,0.0
194,redaxmedia,0.0,0.2033333333333333,0.019662517498392,0.000759783773011484,0.0,0.48484848484848486,0.0
195,r3dcrosse,0.0,0.0,0.0560747663551401,0.0,0.0,0.030303030303030304,0.0
196,amoose136,1.0,0.0,0.0,0.0,0.0,0.0,0.0
197,osmangoninahid,0.0,0.173076923076923,0.0130230168561941,0.0016814886779762351,0.0022271714922048997,0.5757575757575758,0.0
198,eparejatobes,0.0,0.4,0.022508038585209,4.982188675485141e-05,0.004454342984409799,0.12121212121212122,0.0
199,craigrshenton,1.0,1.0,0.0179515725020873,1.2455471688712852e-05,0.004454342984409799,0.030303030303030304,0.0
200,thierrymichel,0.0,0.2142857142857142,0.0196178529754959,7.473283013227712e-05,0.0,0.21212121212121213,0.0
201,dikyarga,0.0,0.1897233201581027,0.0153751867315279,0.0005978626410582169,0.0022271714922048997,0.4242424242424243,0.0
202,saeedtabrizi,0.0,0.0,0.0028346456692913,0.0,0.0022271714922048997,0.06060606060606061,0.0
203,mikaelkaron,0.0,0.1282051282051282,0.0239783856805133,0.00012455471688712852,0.0022271714922048997,0.36363636363636365,0.0
204,Solicite,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
205,F36,1.0,0.1777777777777777,0.0283658430862592,9.964377350970282e-05,0.004454342984409799,0.2727272727272727,0.0
206,chenxuhao,1.0,0.0,0.0076335877862595,0.0,0.004454342984409799,0.06060606060606061,0.0
207,HiDAl,0.0,0.0,0.0,0.0,0.006681514476614699,0.030303030303030304,0.0
208,kasiditi,0.0,0.2666666666666666,0.0384615384615384,4.982188675485141e-05,0.011135857461024499,0.09090909090909091,0.0
209,thisismydesign,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210,summerwang0915,0.0,0.5,0.0437748464040477,6.227735844356426e-05,0.0022271714922048997,0.12121212121212122,0.0
211,lupengkai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,jiangxtx,0.0,1.0,0.0185745591150996,1.2455471688712852e-05,0.0022271714922048997,0.030303030303030304,0.0
213,hanyeliu,1.0,0.1071428571428571,0.0233617948268522,3.736641506613856e-05,0.0022271714922048997,0.15151515151515152,0.0
214,lijiannuist,1.0,0.0666666666666666,0.0195586760280842,1.2455471688712852e-05,0.004454342984409799,0.15151515151515152,0.0
215,AghilesAzzoug,1.0,0.1428571428571428,0.003053953172718,3.736641506613856e-05,0.004454342984409799,0.15151515151515152,0.0
216,karel-3d,0.0,0.0476190476190476,0.0134292565947242,1.2455471688712852e-05,0.0,0.15151515151515152,0.0
217,SeanJia,1.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
218,ilija139,1.0,0.1243697478991596,0.0132472100629024,0.0009217049049647511,0.004454342984409799,0.5454545454545455,0.0
219,ahmedalaahagag,0.0,0.1047619047619047,0.0160325794520625,0.0008220611314550483,0.0,0.6060606060606061,0.0
220,chenxy99,1.0,0.0,0.0,0.0,0.004454342984409799,0.0,0.0
221,Cristian006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,dedevillela,0.0,0.0,0.0077519379844961,0.0,0.0,0.09090909090909091,0.0
223,NoahOrberg,0.0,0.3611111111111111,0.0306316074817023,0.0001619211319532671,0.006681514476614699,0.18181818181818182,0.0
224,panda020111,0.0,0.3333333333333333,0.0762697323266987,8.718830182098996e-05,0.0022271714922048997,0.18181818181818182,0.0
225,caddyliu,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
226,rdspring1,1.0,0.6666666666666666,0.0392084562438544,2.4910943377425704e-05,0.004454342984409799,0.06060606060606061,0.0
227,itsJASPERr,0.0,0.2,0.02785698618118,0.00011209924519841567,0.0,0.21212121212121213,0.0
228,Drunkar,0.0,0.0058479532163742,0.0058553146039556,1.2455471688712852e-05,0.004454342984409799,0.36363636363636365,0.0
229,rousseauo,0.0,0.0,0.0,0.0,0.006681514476614699,0.0,0.0
230,rqbazan,0.0,0.1225296442687747,0.0271252261661346,0.0003861196223500984,0.0,0.5757575757575758,0.0
231,iamnapo,0.0,0.2666666666666666,0.0245500222603828,4.982188675485141e-05,0.0,0.09090909090909091,0.0
232,cowlicks,1.0,0.0988142292490118,0.0116910473435766,0.0003113867922178213,0.004454342984409799,0.3939393939393939,0.0
233,ed-george,0.0,0.1666666666666666,0.0040160642570281,1.2455471688712852e-05,0.006681514476614699,0.06060606060606061,0.0
234,tessavdheiden,1.0,0.0,0.0,0.0,0.004454342984409799,0.0,0.0
235,juliotorresmoreno,0.0,0.1111111111111111,0.0144608741700272,4.982188675485141e-05,0.0022271714922048997,0.21212121212121213,0.0
236,mfilej,0.0,0.1428571428571428,0.0041105644743656,3.736641506613856e-05,0.0,0.18181818181818182,0.0
237,MilindaLaknath,1.0,0.0,0.000639795265515,0.0,0.0,0.06060606060606061,0.0
238,antonov,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0
239,hjanime,1.0,0.1365007541478129,0.0139581657280772,0.0022544403756570262,0.004454342984409799,0.6363636363636365,0.0
240,meyskens,0.0,0.0566502463054187,0.0096343262750727,0.0002864758488403956,0.0,0.5151515151515151,0.0
241,lazarofl,0.0,0.3333333333333333,0.0263943935199162,0.00027402037715168275,0.0,0.3030303030303031,0.0
242,lmm0591,0.0,0.3602941176470588,0.0314224857617515,0.0006103181127469297,0.0022271714922048997,0.3939393939393939,0.0
243,mattdennewitz,0.0,0.109090909090909,0.0061510171839995,7.473283013227712e-05,0.0,0.2424242424242424,0.0
244,Gdewilde,0.0,0.2727272727272727,0.0180527659776162,0.00018683207533069278,0.0,0.2727272727272727,0.0
245,ZhengshengWei,1.0,0.0,0.0,0.0,0.0,0.0,0.0
246,petitspois,0.0,0.2777777777777778,0.0198891575744252,0.00012455471688712852,0.0022271714922048997,0.21212121212121213,0.0
247,lymhust,1.0,0.0,0.0,0.0,0.004454342984409799,0.0,0.0
248,suliang,0.0,0.0,0.0339855818743563,0.0,0.0022271714922048997,0.06060606060606061,0.0
249,MeteALANLI,0.0,0.0,0.0,0.0,0.006681514476614699,0.0,0.0
250,olohmann,0.0,0.3333333333333333,0.0872119295074559,1.2455471688712852e-05,0.0,0.06060606060606061,0.0
251,McKenzieJDan,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0
252,mar-bi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
